Brand,Address,lat,lon
PARTEA,"Century Square, 2 Tampines Central 5, #B1-30 Century Square, S(529509)",1.3524291,103.94382
PARTEA,"Orchard Plaza,150 Orchard Rd, #01-49, S(238841)",1.3010249,103.8411
Tea Tree Cafe,"Heartland Mall, Blk 205 Hougang St 21, #01-03, S(530205)",1.3595559,103.885071
Tea Tree Cafe,"ITE College Central, Ang Mo Kio Drive, Block D #02-05/06, S(567720)",1.3776458,103.856409
Tea Tree Cafe,"Kallang Wave Mall, 1 Stadium Place, #01-47, S(397628)",1.3030356,103.872934
Tea Tree Cafe,"Singapore Institute of Technology @ Nanyang Polytechnic, 172 Ang Mo Kio Ave 8, S(567739)",1.3775234,103.848837
Tea Tree Cafe,"Singapore Institute of Technology @ Temasek Polytechnic, 29B Tampines Ave 1, S(528694)",1.3434276,103.932509
Tea Tree Cafe,"Fusionopolis Connexis 1, 1 Fusinopolis Way, B1-11, S(138632)",1.2989175,103.787649
Tea Tree Cafe,"The Cathay, 2 Handy Road, #01-24, S(229233)",1.2993784,103.847803
Tea Tree Cafe,"Thomson Plaza, 301 Upper Thomson Road, #01-96, S(574408)",1.3545178,103.830956
Tea Tree Cafe,"Tampines West CC, 5 Tampines Ave 3, #01-10, S(529705)",1.3488129,103.935744
